EmployeeNumber,Department,JobRole,JobLevel,Age,Gender,Attrition,JML_Status,AccessLevel,RiskScore,RiskLevel,YearsAtCompany,YearsInCurrentRole,BusinessTravel,OverTime,PerformanceRating,EmployeeID
964,Research & Development,Research Scientist,1,40,Male,No,Mover,Write,65,High,1,1,Travel_Frequently,Yes,3,EMP0964
966,Research & Development,Manufacturing Director,2,32,Female,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,3,EMP0966
967,Sales,Sales Executive,3,36,Male,Yes,Leaver,Write,85,Critical,16,7,Travel_Rarely,Yes,3,EMP0967
969,Research & Development,Healthcare Representative,2,33,Female,No,Mover,Read,30,Medium,5,0,Travel_Rarely,No,3,EMP0969
970,Sales,Sales Executive,3,37,Male,Yes,Leaver,Write,75,Critical,14,1,Travel_Rarely,No,3,EMP0970
972,Research & Development,Laboratory Technician,2,45,Male,No,Stable,Read,15,Low,9,7,Non-Travel,No,3,EMP0972
974,Sales,Sales Representative,1,29,Female,No,Mover,Read,35,Medium,3,1,Travel_Frequently,No,3,EMP0974
975,Sales,Sales Executive,2,35,Female,No,Stable,Write,30,Medium,5,2,Travel_Rarely,No,3,EMP0975
976,Research & Development,Manager,4,52,Male,No,Stable,Write,30,Medium,9,8,Travel_Rarely,No,3,EMP0976
977,Research & Development,Research Scientist,1,58,Male,Yes,Leaver,Write,70,Critical,1,0,Travel_Rarely,No,4,EMP0977
981,Sales,Manager,4,53,Male,No,Stable,Write,35,Medium,17,13,Travel_Rarely,No,3,EMP0981
982,Sales,Sales Executive,3,30,Male,No,Stable,Write,30,Medium,8,4,Travel_Rarely,No,3,EMP0982
983,Sales,Sales Executive,2,38,Female,No,Stable,Write,25,Low,5,3,Non-Travel,Yes,3,EMP0983
984,Sales,Sales Executive,3,35,Male,No,Stable,Write,30,Medium,10,9,Travel_Rarely,No,3,EMP0984
985,Sales,Sales Executive,3,39,Male,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,3,EMP0985
986,Sales,Sales Executive,4,40,Female,Yes,Leaver,Write,75,Critical,1,0,Non-Travel,Yes,3,EMP0986
987,Research & Development,Manufacturing Director,2,47,Male,No,Stable,Write,50,High,19,10,Travel_Frequently,Yes,3,EMP0987
990,Sales,Sales Executive,2,36,Male,No,Stable,Write,25,Low,7,7,Non-Travel,No,3,EMP0990
991,Research & Development,Research Scientist,1,31,Male,Yes,Leaver,Write,65,High,3,2,Non-Travel,Yes,4,EMP0991
992,Sales,Manager,4,33,Male,No,Stable,Write,35,Medium,10,8,Non-Travel,No,3,EMP0992
994,Research & Development,Research Scientist,1,29,Female,Yes,Leaver,Write,80,Critical,0,0,Travel_Rarely,Yes,4,EMP0994
995,Research & Development,Research Scientist,1,33,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP0995
996,Research & Development,Laboratory Technician,1,45,Female,No,Stable,Read,10,Low,5,3,Travel_Rarely,No,3,EMP0996
997,Research & Development,Research Director,4,50,Male,No,Stable,Admin,35,Medium,5,4,Travel_Rarely,No,4,EMP0997
998,Research & Development,Healthcare Representative,2,33,Female,No,Stable,Read,35,Medium,6,5,Travel_Frequently,Yes,3,EMP0998
999,Research & Development,Research Director,5,41,Male,No,Stable,Admin,55,High,18,16,Travel_Frequently,No,3,EMP0999
1001,Research & Development,Laboratory Technician,1,27,Female,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP1001
1002,Research & Development,Laboratory Technician,2,45,Male,No,Stable,Read,25,Low,9,8,Non-Travel,Yes,3,EMP1002
1003,Sales,Sales Executive,2,47,Female,No,Mover,Write,60,High,9,0,Travel_Rarely,Yes,3,EMP1003
1004,Research & Development,Research Scientist,1,30,Female,Yes,Leaver,Write,80,Critical,5,2,Travel_Rarely,Yes,3,EMP1004
1005,Research & Development,Manufacturing Director,4,50,Male,No,Stable,Write,45,Medium,12,11,Travel_Rarely,Yes,3,EMP1005
1006,Research & Development,Research Scientist,1,38,Male,No,Mover,Write,45,Medium,2,1,Travel_Frequently,No,3,EMP1006
1007,Research & Development,Manufacturing Director,3,46,Male,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,3,EMP1007
1009,Research & Development,Manufacturing Director,2,24,Female,No,Stable,Write,20,Low,4,2,Travel_Rarely,No,3,EMP1009
1010,Research & Development,Laboratory Technician,1,35,Male,Yes,Leaver,Read,60,High,4,2,Travel_Rarely,Yes,4,EMP1010
1011,Research & Development,Manufacturing Director,2,31,Female,No,Stable,Write,25,Low,4,3,Travel_Frequently,No,3,EMP1011
1012,Research & Development,Research Scientist,1,18,Male,No,Mover,Write,45,Medium,0,0,Non-Travel,No,3,EMP1012
1013,Research & Development,Manufacturing Director,3,54,Female,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,3,EMP1013
1014,Research & Development,Healthcare Representative,3,35,Female,No,Stable,Read,45,Medium,16,10,Travel_Rarely,Yes,3,EMP1014
1015,Research & Development,Research Director,3,30,Female,No,Stable,Admin,55,High,8,7,Travel_Rarely,Yes,3,EMP1015
1016,Research & Development,Research Scientist,1,20,Female,Yes,Leaver,Write,80,Critical,1,0,Travel_Rarely,Yes,3,EMP1016
1017,Research & Development,Laboratory Technician,1,30,Female,Yes,Leaver,Read,55,High,3,2,Travel_Frequently,No,3,EMP1017
1018,Research & Development,Manufacturing Director,2,26,Male,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,3,EMP1018
1019,Research & Development,Laboratory Technician,1,22,Male,No,Stable,Read,20,Low,4,3,Travel_Rarely,No,3,EMP1019
1022,Research & Development,Healthcare Representative,2,48,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP1022
1024,Research & Development,Healthcare Representative,3,48,Male,No,Stable,Read,25,Low,15,11,Travel_Rarely,No,3,EMP1024
1025,Research & Development,Manufacturing Director,2,41,Female,No,Stable,Write,30,Medium,2,2,Travel_Rarely,No,3,EMP1025
1026,Research & Development,Manufacturing Director,4,39,Female,No,Stable,Write,35,Medium,21,6,Travel_Rarely,No,3,EMP1026
1027,Research & Development,Manufacturing Director,2,27,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1027
1028,Research & Development,Laboratory Technician,1,35,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,4,EMP1028
1029,Sales,Manager,5,42,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1029
1030,Research & Development,Laboratory Technician,1,50,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1030
1032,Research & Development,Manufacturing Director,4,59,Female,No,Stable,Write,30,Medium,5,3,Travel_Rarely,Yes,3,EMP1032
1033,Research & Development,Healthcare Representative,2,37,Female,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP1033
1034,Research & Development,Healthcare Representative,2,55,Male,No,Stable,Read,35,Medium,8,7,Travel_Frequently,Yes,3,EMP1034
1035,Research & Development,Research Director,5,41,Female,No,Stable,Admin,45,Medium,21,16,Non-Travel,No,4,EMP1035
1036,Sales,Sales Executive,2,38,Male,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP1036
1037,Sales,Sales Executive,2,26,Male,Yes,Leaver,Write,55,High,2,2,Non-Travel,No,3,EMP1037
1038,Sales,Manager,5,52,Female,Yes,Leaver,Write,75,Critical,32,14,Travel_Rarely,No,3,EMP1038
1039,Sales,Sales Executive,4,44,Female,No,Stable,Write,45,Medium,12,11,Travel_Rarely,Yes,3,EMP1039
1040,Sales,Sales Executive,2,50,Female,No,Stable,Write,30,Medium,18,7,Non-Travel,No,3,EMP1040
1042,Research & Development,Laboratory Technician,1,36,Female,Yes,Leaver,Read,65,High,17,13,Travel_Rarely,No,3,EMP1042
1043,Research & Development,Manufacturing Director,3,39,Female,No,Stable,Write,50,High,21,6,Travel_Frequently,Yes,3,EMP1043
1044,Sales,Sales Representative,1,33,Female,No,Stable,Read,5,Low,2,2,Non-Travel,No,3,EMP1044
1045,Sales,Manager,4,45,Female,No,Stable,Write,40,Medium,9,3,Travel_Rarely,No,3,EMP1045
1046,Research & Development,Laboratory Technician,1,32,Female,No,Stable,Read,15,Low,8,7,Non-Travel,No,3,EMP1046
1047,Sales,Sales Executive,2,34,Male,No,Mover,Write,55,High,15,1,Travel_Rarely,No,3,EMP1047
1048,Sales,Manager,3,59,Male,No,Stable,Write,40,Medium,6,4,Travel_Rarely,Yes,3,EMP1048
1049,Human Resources,Human Resources,1,45,Male,No,Stable,Read,20,Low,6,3,Travel_Rarely,No,3,EMP1049
1050,Sales,Sales Executive,3,53,Female,No,Stable,Write,40,Medium,15,7,Travel_Frequently,No,3,EMP1050
1052,Research & Development,Laboratory Technician,2,36,Male,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP1052
1053,Research & Development,Research Scientist,1,26,Male,Yes,Leaver,Write,75,Critical,3,2,Travel_Frequently,Yes,3,EMP1053
1055,Sales,Sales Representative,1,34,Female,No,Mover,Read,50,High,1,1,Travel_Rarely,Yes,3,EMP1055
1056,Sales,Sales Representative,1,28,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,4,EMP1056
1060,Research & Development,Research Scientist,1,38,Male,No,Stable,Write,25,Low,2,2,Travel_Frequently,No,3,EMP1060
1061,Research & Development,Research Director,5,50,Male,No,Mover,Admin,75,Critical,8,1,Travel_Rarely,Yes,3,EMP1061
1062,Research & Development,Healthcare Representative,2,37,Female,No,Stable,Read,20,Low,4,3,Travel_Rarely,No,3,EMP1062
1066,Sales,Sales Executive,2,40,Male,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP1066
1068,Research & Development,Research Scientist,1,26,Female,No,Stable,Write,25,Low,5,3,Travel_Frequently,No,3,EMP1068
1069,Research & Development,Research Director,5,46,Male,No,Stable,Admin,35,Medium,2,2,Travel_Rarely,No,3,EMP1069
1070,Sales,Sales Executive,3,54,Female,No,Stable,Write,40,Medium,9,4,Travel_Rarely,No,3,EMP1070
1071,Research & Development,Research Scientist,1,56,Female,No,Stable,Write,25,Low,5,4,Travel_Frequently,No,3,EMP1071
1073,Research & Development,Manufacturing Director,3,36,Female,No,Stable,Write,35,Medium,14,8,Travel_Rarely,No,3,EMP1073
1074,Research & Development,Manager,4,55,Male,No,Stable,Write,25,Low,9,7,Non-Travel,No,3,EMP1074
1076,Sales,Sales Executive,3,43,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1076
1077,Sales,Sales Representative,1,20,Female,Yes,Leaver,Read,65,High,2,2,Travel_Frequently,Yes,3,EMP1077
1079,Research & Development,Laboratory Technician,1,21,Female,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP1079
1080,Research & Development,Research Scientist,2,46,Female,No,Stable,Write,45,Medium,16,13,Travel_Rarely,Yes,4,EMP1080
1081,Research & Development,Research Scientist,1,51,Male,Yes,Leaver,Write,80,Critical,10,0,Travel_Rarely,Yes,3,EMP1081
1082,Research & Development,Healthcare Representative,3,28,Male,Yes,Leaver,Read,55,High,10,7,Non-Travel,No,3,EMP1082
1083,Research & Development,Laboratory Technician,1,26,Male,No,Stable,Read,10,Low,5,3,Travel_Rarely,No,3,EMP1083
1084,Research & Development,Manufacturing Director,2,30,Male,No,Stable,Write,30,Medium,6,2,Travel_Rarely,No,3,EMP1084
1085,Research & Development,Research Scientist,1,41,Female,No,Stable,Write,30,Medium,10,6,Travel_Rarely,No,3,EMP1085
1088,Research & Development,Healthcare Representative,3,38,Female,No,Stable,Read,25,Low,19,9,Travel_Rarely,No,3,EMP1088
1092,Research & Development,Healthcare Representative,3,40,Male,No,Stable,Read,35,Medium,11,10,Travel_Rarely,No,4,EMP1092
1094,Research & Development,Laboratory Technician,1,27,Male,No,Stable,Read,5,Low,3,2,Non-Travel,No,3,EMP1094
1096,Research & Development,Manufacturing Director,3,55,Male,No,Stable,Write,25,Low,3,2,Travel_Frequently,No,3,EMP1096
1097,Research & Development,Research Scientist,2,28,Female,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,3,EMP1097
1098,Human Resources,Human Resources,3,44,Male,Yes,Leaver,Read,65,High,20,6,Travel_Rarely,No,3,EMP1098
1099,Research & Development,Healthcare Representative,3,33,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1099
1100,Sales,Sales Executive,3,35,Male,Yes,Leaver,Write,80,Critical,8,7,Travel_Rarely,Yes,4,EMP1100
1101,Research & Development,Research Scientist,2,33,Female,Yes,Leaver,Write,80,Critical,13,7,Travel_Frequently,No,4,EMP1101
1102,Research & Development,Laboratory Technician,1,28,Male,No,Stable,Read,10,Low,4,2,Travel_Rarely,No,3,EMP1102
1103,Research & Development,Healthcare Representative,2,34,Male,No,Stable,Read,25,Low,6,2,Travel_Frequently,No,3,EMP1103
1105,Sales,Sales Executive,2,37,Female,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP1105
1106,Research & Development,Laboratory Technician,1,25,Male,Yes,Leaver,Read,70,Critical,7,7,Travel_Rarely,Yes,3,EMP1106
1107,Research & Development,Laboratory Technician,1,26,Male,Yes,Leaver,Read,60,High,1,1,Travel_Rarely,No,4,EMP1107
1108,Research & Development,Research Scientist,1,33,Male,Yes,Leaver,Write,70,Critical,2,2,Travel_Rarely,Yes,4,EMP1108
1109,Research & Development,Manager,4,42,Male,No,Stable,Write,35,Medium,22,6,Travel_Rarely,No,3,EMP1109
1111,Research & Development,Laboratory Technician,1,28,Male,Yes,Leaver,Read,65,High,1,0,Travel_Frequently,No,3,EMP1111
1113,Sales,Sales Executive,2,50,Male,Yes,Leaver,Write,85,Critical,0,0,Travel_Frequently,Yes,3,EMP1113
1114,Sales,Sales Executive,2,33,Female,No,Stable,Write,25,Low,3,2,Travel_Frequently,No,3,EMP1114
1115,Research & Development,Research Scientist,1,34,Male,No,Mover,Write,45,Medium,0,0,Non-Travel,No,3,EMP1115
1116,Research & Development,Manager,4,48,Male,No,Stable,Write,25,Low,5,4,Non-Travel,No,4,EMP1116
1117,Sales,Sales Executive,2,45,Female,No,Stable,Write,30,Medium,15,10,Non-Travel,No,3,EMP1117
1118,Research & Development,Healthcare Representative,3,52,Male,No,Stable,Read,30,Medium,8,6,Travel_Rarely,No,3,EMP1118
1119,Sales,Sales Executive,3,38,Male,No,Stable,Write,40,Medium,8,7,Travel_Rarely,Yes,3,EMP1119
1120,Research & Development,Research Scientist,1,29,Female,No,Stable,Write,30,Medium,7,5,Travel_Rarely,No,4,EMP1120
1121,Research & Development,Manufacturing Director,3,28,Female,No,Stable,Write,30,Medium,9,7,Travel_Rarely,No,3,EMP1121
1124,Sales,Manager,4,46,Male,No,Stable,Write,35,Medium,12,9,Travel_Rarely,No,3,EMP1124
1125,Sales,Sales Executive,3,38,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1125
1126,Research & Development,Manufacturing Director,3,43,Female,No,Stable,Write,45,Medium,8,7,Travel_Frequently,No,3,EMP1126
1127,Research & Development,Healthcare Representative,4,39,Male,Yes,Leaver,Read,70,Critical,18,7,Travel_Frequently,No,3,EMP1127
1128,Research & Development,Research Director,5,40,Male,No,Stable,Admin,50,High,20,7,Travel_Rarely,No,3,EMP1128
1131,Research & Development,Research Scientist,1,21,Female,No,Stable,Write,30,Medium,2,2,Travel_Rarely,Yes,3,EMP1131
1132,Research & Development,Laboratory Technician,2,39,Male,No,Stable,Read,5,Low,5,4,Non-Travel,No,3,EMP1132
1133,Research & Development,Manufacturing Director,2,36,Male,No,Stable,Write,30,Medium,11,9,Non-Travel,No,4,EMP1133
1135,Sales,Sales Representative,1,31,Male,No,Stable,Read,15,Low,2,2,Travel_Frequently,No,3,EMP1135
1136,Research & Development,Research Scientist,1,28,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP1136
1137,Sales,Sales Executive,2,35,Male,No,Stable,Write,25,Low,5,2,Travel_Frequently,No,3,EMP1137
1138,Sales,Sales Executive,4,49,Male,No,Stable,Write,30,Medium,9,8,Travel_Rarely,No,3,EMP1138
1140,Research & Development,Manufacturing Director,2,34,Male,No,Stable,Write,25,Low,3,2,Travel_Frequently,No,3,EMP1140
1143,Research & Development,Research Scientist,1,29,Female,No,Stable,Write,45,Medium,7,5,Travel_Frequently,No,3,EMP1143
1148,Research & Development,Laboratory Technician,2,42,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1148
1150,Research & Development,Manufacturing Director,2,29,Male,No,Stable,Write,40,Medium,10,7,Travel_Rarely,Yes,3,EMP1150
1152,Human Resources,Human Resources,1,38,Male,No,Stable,Read,30,Medium,7,6,Travel_Rarely,No,3,EMP1152
1154,Research & Development,Research Scientist,1,28,Male,No,Mover,Write,55,High,3,1,Travel_Frequently,Yes,3,EMP1154
1156,Research & Development,Laboratory Technician,1,18,Male,Yes,Leaver,Read,55,High,0,0,Non-Travel,No,3,EMP1156
1157,Sales,Sales Executive,2,33,Female,Yes,Leaver,Write,70,Critical,5,2,Travel_Rarely,Yes,3,EMP1157
1158,Research & Development,Laboratory Technician,1,41,Male,No,Mover,Read,50,High,1,0,Travel_Rarely,Yes,3,EMP1158
1160,Research & Development,Laboratory Technician,1,31,Male,Yes,Leaver,Read,55,High,2,2,Travel_Frequently,No,3,EMP1160
1161,Research & Development,Healthcare Representative,2,37,Female,No,Stable,Read,20,Low,6,2,Travel_Rarely,No,3,EMP1161
1162,Research & Development,Research Scientist,1,27,Male,No,Stable,Write,20,Low,4,2,Travel_Rarely,No,3,EMP1162
1163,Sales,Sales Executive,2,34,Female,No,Stable,Write,30,Medium,6,5,Travel_Rarely,No,4,EMP1163
1164,Human Resources,Human Resources,1,35,Male,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,3,EMP1164
1165,Sales,Sales Executive,3,29,Female,Yes,Leaver,Write,75,Critical,11,8,Travel_Rarely,No,3,EMP1165
1166,Research & Development,Research Director,3,40,Female,No,Stable,Admin,55,High,18,7,Travel_Frequently,No,3,EMP1166
1167,Sales,Sales Executive,4,42,Male,Yes,Leaver,Write,90,Critical,21,9,Travel_Frequently,Yes,3,EMP1167
1171,Sales,Sales Executive,2,42,Male,No,Stable,Write,30,Medium,6,4,Travel_Rarely,No,3,EMP1171
1172,Research & Development,Laboratory Technician,1,35,Male,No,Mover,Read,40,Medium,8,0,Travel_Rarely,No,3,EMP1172
1173,Research & Development,Laboratory Technician,1,24,Male,No,Stable,Read,10,Low,4,3,Travel_Rarely,No,4,EMP1173
1175,Research & Development,Laboratory Technician,1,28,Female,Yes,Leaver,Read,70,Critical,1,1,Travel_Rarely,Yes,3,EMP1175
1177,Research & Development,Laboratory Technician,1,26,Male,No,Stable,Read,20,Low,8,7,Travel_Rarely,No,4,EMP1177
1179,Sales,Sales Executive,2,30,Male,No,Stable,Write,30,Medium,10,3,Travel_Rarely,No,3,EMP1179
1180,Research & Development,Research Scientist,2,40,Female,No,Mover,Write,65,High,1,1,Travel_Frequently,Yes,3,EMP1180
1182,Research & Development,Manufacturing Director,3,35,Male,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP1182
1184,Research & Development,Healthcare Representative,2,34,Male,No,Stable,Read,30,Medium,13,9,Travel_Frequently,No,4,EMP1184
1185,Research & Development,Laboratory Technician,1,35,Male,No,Stable,Read,15,Low,2,2,Travel_Frequently,No,3,EMP1185
1188,Sales,Sales Executive,2,43,Female,Yes,Leaver,Write,60,High,4,3,Travel_Rarely,No,3,EMP1188
1190,Sales,Sales Representative,1,32,Female,No,Mover,Read,35,Medium,1,0,Non-Travel,No,3,EMP1190
1191,Research & Development,Manager,5,56,Female,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,3,EMP1191
1192,Research & Development,Laboratory Technician,1,29,Female,No,Stable,Read,20,Low,10,8,Travel_Rarely,No,3,EMP1192
1193,Research & Development,Research Scientist,1,19,Male,No,Mover,Write,50,High,1,1,Travel_Rarely,No,4,EMP1193
1195,Research & Development,Research Scientist,1,45,Female,No,Stable,Write,30,Medium,3,2,Travel_Rarely,Yes,3,EMP1195
1196,Research & Development,Manufacturing Director,2,37,Female,No,Stable,Write,35,Medium,14,8,Travel_Rarely,No,3,EMP1196
1198,Research & Development,Laboratory Technician,1,20,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP1198
1200,Research & Development,Research Scientist,1,44,Male,Yes,Leaver,Write,80,Critical,6,4,Travel_Rarely,Yes,3,EMP1200
1201,Research & Development,Manager,5,53,Female,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP1201
1202,Research & Development,Research Scientist,1,29,Female,No,Stable,Write,30,Medium,5,4,Travel_Rarely,Yes,3,EMP1202
1203,Research & Development,Research Scientist,1,22,Male,Yes,Leaver,Write,85,Critical,0,0,Travel_Frequently,Yes,3,EMP1203
1204,Sales,Manager,4,46,Female,No,Stable,Write,35,Medium,26,15,Travel_Rarely,No,4,EMP1204
1206,Research & Development,Research Scientist,1,44,Male,No,Mover,Write,45,Medium,0,0,Non-Travel,No,3,EMP1206
1207,Human Resources,Human Resources,1,33,Male,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,3,EMP1207
1210,Research & Development,Research Scientist,1,41,Male,Yes,Leaver,Write,65,High,1,0,Non-Travel,No,3,EMP1210
1211,Sales,Sales Executive,2,30,Male,No,Stable,Write,20,Low,4,3,Travel_Rarely,No,3,EMP1211
1212,Sales,Sales Executive,2,40,Male,No,Mover,Write,55,High,0,0,Travel_Frequently,No,3,EMP1212
1215,Research & Development,Manager,4,50,Female,No,Stable,Write,25,Low,2,2,Travel_Frequently,No,4,EMP1215
1216,Research & Development,Laboratory Technician,1,28,Male,No,Stable,Read,20,Low,6,5,Travel_Rarely,No,3,EMP1216
1217,Research & Development,Research Director,5,46,Male,No,Stable,Admin,35,Medium,4,2,Travel_Rarely,No,3,EMP1217
1218,Sales,Sales Executive,2,35,Male,No,Stable,Write,40,Medium,7,7,Travel_Rarely,Yes,3,EMP1218
1219,Research & Development,Laboratory Technician,1,24,Female,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP1219
1220,Sales,Sales Executive,2,33,Female,No,Stable,Write,45,Medium,10,7,Travel_Frequently,No,3,EMP1220
1221,Research & Development,Laboratory Technician,1,36,Male,No,Stable,Read,20,Low,7,7,Travel_Rarely,No,3,EMP1221
1224,Research & Development,Laboratory Technician,2,30,Male,No,Stable,Read,20,Low,10,7,Travel_Rarely,No,3,EMP1224
1225,Research & Development,Research Scientist,2,44,Male,No,Stable,Write,35,Medium,20,11,Travel_Rarely,No,4,EMP1225
1226,Sales,Sales Representative,1,20,Male,No,Mover,Read,30,Medium,2,1,Travel_Rarely,No,3,EMP1226
1228,Research & Development,Manufacturing Director,2,46,Male,No,Stable,Write,30,Medium,6,3,Travel_Rarely,No,3,EMP1228
1231,Human Resources,Human Resources,2,42,Male,No,Stable,Read,5,Low,4,3,Non-Travel,No,3,EMP1231
1233,Sales,Sales Executive,2,60,Male,No,Stable,Write,45,Medium,11,7,Travel_Rarely,Yes,3,EMP1233
1234,Research & Development,Laboratory Technician,1,32,Female,No,Stable,Read,15,Low,2,2,Travel_Frequently,No,4,EMP1234
1235,Research & Development,Research Scientist,2,32,Female,No,Stable,Write,45,Medium,8,7,Travel_Frequently,Yes,3,EMP1235
1237,Research & Development,Manufacturing Director,3,36,Female,No,Stable,Write,40,Medium,7,7,Travel_Rarely,Yes,4,EMP1237
1238,Research & Development,Research Scientist,1,33,Male,No,Stable,Write,35,Medium,14,10,Travel_Rarely,No,3,EMP1238
1239,Sales,Sales Executive,2,40,Female,No,Mover,Write,40,Medium,5,1,Travel_Rarely,No,3,EMP1239
1240,Sales,Sales Executive,2,25,Male,No,Stable,Write,30,Medium,4,3,Travel_Rarely,No,3,EMP1240
1241,Research & Development,Research Scientist,1,30,Male,No,Stable,Write,45,Medium,11,9,Travel_Rarely,Yes,4,EMP1241
1242,Research & Development,Research Director,3,42,Female,No,Mover,Admin,80,Critical,1,0,Travel_Frequently,Yes,3,EMP1242
1243,Sales,Sales Executive,3,35,Female,No,Stable,Write,40,Medium,13,2,Non-Travel,Yes,3,EMP1243
1244,Research & Development,Research Scientist,1,27,Male,No,Stable,Write,40,Medium,9,7,Travel_Rarely,Yes,3,EMP1244
1245,Research & Development,Manufacturing Director,3,54,Female,No,Stable,Write,25,Low,5,4,Travel_Frequently,No,3,EMP1245
1246,Research & Development,Research Scientist,1,44,Female,No,Stable,Write,30,Medium,10,5,Travel_Rarely,No,3,EMP1246
1248,Research & Development,Research Scientist,1,19,Female,Yes,Leaver,Write,75,Critical,1,1,Non-Travel,Yes,4,EMP1248
1249,Research & Development,Research Scientist,1,29,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1249
1250,Research & Development,Research Director,4,54,Male,No,Stable,Admin,45,Medium,10,9,Travel_Rarely,No,3,EMP1250
1251,Research & Development,Healthcare Representative,2,31,Male,No,Stable,Read,40,Medium,6,5,Travel_Rarely,Yes,3,EMP1251
1252,Research & Development,Healthcare Representative,2,31,Female,No,Stable,Read,20,Low,10,9,Travel_Rarely,No,3,EMP1252
1254,Sales,Sales Executive,2,59,Female,No,Mover,Write,50,High,6,1,Travel_Rarely,No,3,EMP1254
1255,Research & Development,Research Director,5,43,Male,No,Stable,Admin,45,Medium,8,7,Travel_Rarely,No,3,EMP1255
1256,Research & Development,Manager,5,49,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1256
1257,Research & Development,Research Scientist,1,36,Male,No,Stable,Write,40,Medium,11,10,Travel_Frequently,No,3,EMP1257
1258,Research & Development,Laboratory Technician,1,48,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1258
1259,Research & Development,Research Scientist,1,27,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP1259
1260,Research & Development,Healthcare Representative,2,29,Male,No,Mover,Read,60,High,6,0,Travel_Rarely,Yes,3,EMP1260
1263,Research & Development,Research Director,5,48,Male,No,Mover,Admin,65,High,1,0,Travel_Rarely,No,3,EMP1263
1264,Research & Development,Research Director,4,29,Female,No,Stable,Admin,45,Medium,7,7,Travel_Rarely,No,3,EMP1264
1265,Research & Development,Research Scientist,1,34,Female,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1265
1267,Sales,Manager,5,44,Male,No,Stable,Write,35,Medium,22,9,Travel_Rarely,No,3,EMP1267
1268,Sales,Sales Executive,3,33,Male,No,Stable,Write,40,Medium,9,8,Travel_Rarely,Yes,3,EMP1268
1269,Research & Development,Research Scientist,1,19,Female,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP1269
1270,Research & Development,Research Scientist,1,23,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,4,EMP1270
1273,Sales,Sales Representative,1,25,Male,Yes,Leaver,Read,75,Critical,1,0,Travel_Frequently,Yes,3,EMP1273
1275,Research & Development,Research Scientist,1,26,Male,No,Stable,Write,40,Medium,8,5,Travel_Rarely,Yes,4,EMP1275
1277,Sales,Manager,5,45,Female,Yes,Leaver,Write,85,Critical,24,10,Travel_Rarely,Yes,3,EMP1277
1278,Research & Development,Healthcare Representative,4,55,Male,No,Stable,Read,40,Medium,33,9,Non-Travel,Yes,3,EMP1278
1279,Research & Development,Laboratory Technician,1,21,Female,Yes,Leaver,Read,55,High,2,2,Travel_Frequently,No,4,EMP1279
1280,Sales,Manager,5,46,Female,No,Stable,Write,35,Medium,11,4,Travel_Rarely,No,3,EMP1280
1281,Sales,Sales Executive,2,34,Female,No,Stable,Write,30,Medium,3,2,Travel_Rarely,Yes,3,EMP1281
1282,Sales,Manager,5,51,Male,No,Stable,Write,50,High,29,10,Travel_Frequently,Yes,4,EMP1282
